iso639_3,name,alt_names,iso639_1,iso639_2b,iso639_2t,scope,type,glottocode,family,family_glottocode,is_isolate,countries,latitude,longitude
bqt,Bamukumbit,Bamenkombit;Bamenkoumbit;Bamoukoumbit;Bamunkum;Mangkong,,,,individual,living,bamu1254,Atlantic-Congo,atla1278,false,CM,5.87292,10.3537
bax,Bamun,Bamoum;Bamoun;Bamum;Bamun (Shupamon);Shupamem,,,,individual,living,bamu1253,Atlantic-Congo,atla1278,false,CM,5.49017,10.8477
bvm,Bamunka,Bamunkun;Mbika;Muka;Ndop-Bamunka;Niemeng,,,,individual,living,bamu1256,Atlantic-Congo,atla1278,false,CM,6.00203,10.5127
bmg,Bamwe,,,,,individual,living,bamw1238,Atlantic-Congo,atla1278,false,CD,2.16773,19.1644
bcw,Bana,Baza;Ka-Bana;Koma;Mbana;Mizeran;Parole des Bana,,,,individual,living,bana1305,Afro-Asiatic,afro1255,false,CM,10.3535,13.6131
liy,Banda-Bambari,Banda;Banda Linda;Banda of Bambari;Banda-Linda;Linda,,,,individual,living,band1344,Atlantic-Congo,atla1278,false,CF,6.21563,20.9827
bpd,Banda-Banda,Banda,,,,individual,living,band1343,Atlantic-Congo,atla1278,false,CD;CF;SS,6.63889,22.7568
bqk,Banda-Mbrès,Banda of Mbrès;Banda-Mbre;Banda-Mbres,,,,individual,living,band1342,Atlantic-Congo,atla1278,false,CF;SS,7.32924,23.0108
bfl,Banda-Ndélé,Banda;Banda of Ndélé;Banda-Ndele;Nyele,,,,individual,living,band1345,Atlantic-Congo,atla1278,false,CF;SS,8.03339,23.9021
yaj,Banda-Yangere,Banda;Yangere;Yanguere,,,,individual,living,band1348,Atlantic-Congo,atla1278,false,CF,3.95763,16.5907
bza,Bandi,Bande;Gbande;Gbandi;Gbunde;Mende-Bandi,,,,individual,living,band1352,Mande,mand1469,false,GN;LR;SL,7.73729,-10.1684
bqj,Bandial,Bandal;Banjaal;Banjal,,,,individual,living,band1340,Atlantic-Congo,atla1278,false,SN,12.5258,-16.4245
bxg,Bangala,Ngala,,,,individual,living,bang1353,Atlantic-Congo,atla1278,false,CD,3.3466,28.04453
bgf,Bangandu,Bagando;Bangando;Bangantu;Southern Bangantu;Temne,,,,individual,living,bang1347,Atlantic-Congo,atla1278,false,CG;CM,2.18716,14.7506
bbe,Bangba,Abangba,,,,individual,living,bang1345,Atlantic-Congo,atla1278,false,CD,3.39956,28.3138
bni,Bangi,Bobangi;Bubangi;Bungi;Dzamba;Lobobangi;Rebu,,,,individual,living,bang1354,Atlantic-Congo,atla1278,false,CD;CF;CG,-0.87437,17.227
dba,Bangime,"Banger-me;Bangeri Me;Bangeri-me;Bangerime;Bangi Me;Baŋgi me;Dogon;Dogon, Bangeri Me;Dogoso;Donno So Dogon;Dyeni;Dyɛni;Elebo;Noumandan;Numa-Daw;Numadaw;Yeni;Yɛni",,,,individual,living,bang1363,Bangime (isolate),bang1363,true,ML,14.8116,-3.77092
bgj,Bangolan,,,,,individual,living,bang1356,Atlantic-Congo,atla1278,false,CM,6.0125,10.667
bnx,Bangubangu,Bangobango;Kibangobango;Kibangubangu,,,,individual,living,bang1350,Atlantic-Congo,atla1278,false,CD,-4.31464,27.2438
bsj,Bangwinji,Bangjinge;Bangunji,,,,individual,living,bang1348,Atlantic-Congo,atla1278,false,NG,9.57157,11.2022
bxw,Bankagooma,Banka;Bankagoma;Bankagoroma;Bankaje,,,,individual,living,bank1258,Mande,mand1469,false,ML,11.7497,-5.50744
jjr,Bankal,Bankala;Baranci;Zhar,,,,individual,living,bank1257,Atlantic-Congo,atla1278,false,NG,9.5,10.5
dbw,Bankan Tey Dogon,"Bankan Tey;Dogon, Bankan Tey;Oualo;Walo",,,,individual,living,bank1259,Dogon,dogo1299,false,ML,15.06,-2.92
abb,Bankon,Abaw;Abo;Bo;Bon,,,,individual,living,bank1256,Atlantic-Congo,atla1278,false,CM,4.3702,9.6403
bci,Baoulé,Baoule;Baule;Baule-Ando;Bawule,,,,individual,living,baou1238,Atlantic-Congo,atla1278,false,CI,5.42509,-4.76565
bhr,Bara Malagasy,"Malagassy;Malagasy;Malagasy, Bara",,,,individual,living,bara1369,Austronesian,aust1307,false,MG,-23.9716,45.5937
bbg,Barama,Bavarama;Ghibarama;Gibarama;Yibarambu,,,,individual,living,bara1362,Atlantic-Congo,atla1278,false,GA,-2.49659,10.6777
brm,Barambu,Abarambo;Amiangba;Amiangbwa;Balambu;Baramba;Barambo;Duga,,,,individual,living,bara1361,Atlantic-Congo,atla1278,false,CD,3.34642,26.861
gry,Barclayville Grebo,"Grebo;Grebo, Barclayville;Wedebo Grebo",,,,individual,living,barc1235,Kru,krua1234,false,LR,4.67843,-8.09378
bva,Barein,Barain;Baraïn;Guilia;Jalkia,,,,individual,living,bare1279,Afro-Asiatic,afro1255,false,TD,10.970124,17.911727
bfa,Bari,Beri;Kuku;Kuku (Bari);Kukú;Kukú (d. of Bari);Nil-Bari,,,,individual,living,bari1284,Nilotic,nilo1247,false,SS;UG,4.19522,31.0723
bxo,Barikanchi,,,,,individual,living,bari1241,Pidgin,pidg1258,false,NG,11.989,8.4331
bbi,Barombi,Balombi;Barumbi;Lambi;Lombe;Lombi;Rambi;Rombi,,,,individual,living,baro1252,Atlantic-Congo,atla1278,false,CM,4.64584,9.25261
bwg,Barwe,Balke;Cibalke,,,,individual,living,barw1243,Atlantic-Congo,atla1278,false,MZ,-17.675,33.4534
bas,Basa (Cameroon),Basa;Basaa;Basaá,,bas,bas,individual,living,basa1284,Atlantic-Congo,atla1278,false,CM,3.80765,10.4213
bzw,Basa (Nigeria),"""Bassa-Komo"";""Bassa-Kwomu"";Abacha;Abatsa;Basa;Basa-Benue;Rubasa;Rubassa",,,,individual,living,basa1282,Atlantic-Congo,atla1278,false,NG,8.03159,7.06183
bsl,Basa-Gumna,Basa;Basa Kuta;Basa-Kaduna;Bassa-Kaduna;Gwadara Basa,,,,individual,extinct,basa1280,Atlantic-Congo,atla1278,false,NG,9.94207,6.58105
buj,Basa-Gurmana,Basa;Koromba,,,,individual,living,basa1281,Atlantic-Congo,atla1278,false,NG,10.2488,6.74865
bst,Basketo,Baskatta;Basketto;Mesketo,,,,individual,living,bask1236,Ta-Ne-Omotic,gong1255,false,ET,6.45774,36.5763
bsq,Bassa,,,,,individual,living,nucl1418,Kru,krua1234,false,LR;SL,7.27501,-11.543
bsr,Bassa-Kontagora,Basa;Basa-Kontagora,,,,individual,living,bass1259,Atlantic-Congo,atla1278,false,NG,10.3333,4.98331
bsc,Bassari,Ayan;Basari;Basarí;Biyan;Onian;Oniyan;Onëyan;Tenda Basari;Wo,,,,individual,living,bass1258,Atlantic-Congo,atla1278,false,GN;GW;SN,12.4529,-13.3495
bsi,Bassossi,Asobse;Basosi;Basossi;Ngen;Nsose;Nswase;Nswose;Sosi;Swose,,,,individual,living,bass1260,Atlantic-Congo,atla1278,false,CM,5.23655,9.52275
bta,Bata,Bata Group;Batta;Bete;Birsa;Biu-Mandara A.8;Demsa Bata;Dii;Dunu;Gboati;Gbwata;Gbwate;Gwate;Kofa;Kota;Muleng,,,,individual,living,bata1314,Afro-Asiatic,afro1255,false,CM;NG,9.68091,12.677
bnm,Batanga,Bano'o;Banoho;Banoo;Noho;Nohu;Noku,,,,individual,living,bata1285,Atlantic-Congo,atla1278,false,CM;GQ,1.397041,9.51011
btc,Bati (Cameroon),Bati;Bati (Cameroonh);Bati Ba Ngong;Bati de Brousse,,,,individual,living,bati1251,Atlantic-Congo,atla1278,false,CM,4.25573,11.0591
btu,Batu,,,,,individual,living,batu1255,Atlantic-Congo,atla1278,false,CM;NG,6.81588,10.9377
bsf,Bauchi,Bauci;Baushi;Kushi,,,,individual,living,bauc1238,Atlantic-Congo,atla1278,false,NG,10.2077,6.61686
byg,Baygo,Baigo;Bego;Beigo;Beko;Beygo;Béogé,,,,individual,extinct,bayg1239,Dajuic,daju1249,false,SD,11.13,25.22
bda,Bayot,Baiot;Baiote;Bayote;Bayotte,,,,individual,living,bayo1255,Atlantic-Congo,atla1278,false,GM;GW;SN,12.6881,-16.3947
bfp,Beba,Baba'zhi;Babadji;Batadji;Bazhi;Beba';Bebadji;Biba;Bombe;Mubadji;Shishong,,,,individual,living,beba1238,Atlantic-Congo,atla1278,false,CM,6.32256,9.73577
beb,Bebele,Bamvele,,,,individual,living,bebe1248,Atlantic-Congo,atla1278,false,CM,4.78874,12.824
bxp,Bebil,Bobilis;Gbigbil,,,,individual,living,bebi1242,Atlantic-Congo,atla1278,false,CM,4.86672,13.3848
bjv,Bedjond,Bediondo;Bediondo Mbai;Bedjondo;Bédjonde;Mbay Bediondo;Mbay Bejondo;Nangnda,,,,individual,living,bedj1245,Central Sudanic,cent2225,false,TD,8.60006,17.2691
bkf,Beeke,Beke;Ibeeke,,,,individual,living,beek1238,Atlantic-Congo,atla1278,false,CD,3.18438,29.9842
bxq,Beele,Bele;Bellawa;Àbéélé,,,,individual,living,beel1236,Afro-Asiatic,afro1255,false,NG,10.1609,10.4204
beq,Beembe,Beembe (H.11);Bembe;Bembe (CK if same Bembe);Bembe (Congo);Kibeembe,,,,individual,living,beem1239,Atlantic-Congo,atla1278,false,CG,-3.95895,14.1
bnz,Beezen,Bezen,,,,individual,living,beez1238,Atlantic-Congo,atla1278,false,CM,6.81552,10.109
bby,Befang,Beba-Befang;Biba-Bifang;Bifang;Menchum,,,,individual,living,befa1241,Atlantic-Congo,atla1278,false,CM,6.27562,10.0342
bej,Beja,Bedauye;Bedawi;Bedawiye;Bedawiyet;Bedawye;Bedja;Bedwi;Bedya;Bedàwie;Bischari;Lobat;To-Bedawie,,bej,bej,individual,living,beja1238,Afro-Asiatic,afro1255,false,EG;ER;SD,17.2436,36.6666
bkv,Bekwarra,Bekworra;Ebekwara;Yakoro,,,,individual,living,bekw1241,Atlantic-Congo,atla1278,false,NG,6.73737,8.86489
bkw,Bekwel,Bakwele;Bakwil;Bekwie;Bekwil;Okpele,,,,individual,living,bekw1242,Atlantic-Congo,atla1278,false,CG;CM;GA,1.71801,14.6527
bxb,Belanda Bor,"Bor;Bor, Belanda;Bor-Belanda;De Bor",,,,individual,living,bela1256,Nilotic,nilo1247,false,SS,6.6503,27.8232
bvi,Belanda Viri,Belanda;Biri;Bviri;Gamba;Gumba;Mbegumba;Mvegumba;Viri,,,,individual,living,bela1255,Atlantic-Congo,atla1278,false,SS,7.41311,27.6956
blm,Beli (South Sudan),'Beli;Behli;Beili;Beli;Beli (Sudan);Jur Beli,,,,individual,living,beli1257,Central Sudanic,cent2225,false,SS,6.40428,29.7954
glb,Belning,,,,,individual,living,beln1234,Afro-Asiatic,afro1255,false,NG,9.221681,9.534716
bem,Bemba (Zambia),Bemba;Chibemba;Chiwemba;Ichibemba;Wemba,,bem,bem,individual,living,bemb1257,Atlantic-Congo,atla1278,false,BW;CD;MW;ZM,-10.6122,29.2993
bmb,Bembe,Baga maduri;Baga manduri;Beembe;Ebembe;Ibembe;Kibembe,,,,individual,living,bemb1255,Atlantic-Congo,atla1278,false,CD;TZ,-4.49057,29.0507
dbt,Ben Tey Dogon,"Ben Tey;Beni;Dogon, Ben Tey",,,,individual,living,bent1238,Dogon,dogo1299,false,ML,14.78,-2.94
yun,Bena (Nigeria),"""Lala"";Bena;Binna;Buna;Ebina;Ebuna;Gbinna;Purra;Yangeru;Yongor;Yungur",,,,individual,living,bena1260,Atlantic-Congo,atla1278,false,NG,9.74861,12.3972
bez,Bena (Tanzania),Bena;Ekibena;Kibena,,,,individual,living,bena1262,Atlantic-Congo,atla1278,false,TZ,-9.26671,35.0364
egm,Benamanga,,,,,individual,living,bena1274,Atlantic-Congo,atla1278,false,TZ,-9.26671,35.0364
bcq,Bench,Benc';Bencho;Bensho;Dizu;Ghimarra;Gimarra;Gimira;Kaba;She,,,,individual,living,benc1235,Ta-Ne-Omotic,gong1255,false,ET,7.04682,35.7673
bdp,Bende,Kibende;Si'bende;Sibhende,,,,individual,living,bend1258,Atlantic-Congo,atla1278,false,TZ,-6.22082,30.5926
bct,Bendi,Mabendi;Mabeni,,,,individual,living,bend1260,Central Sudanic,cent2225,false,CD,2.20229,30.3679
nhb,Beng,Ben;Ben (Gan);Gan;Ngain;Ngan;Ngen;Ngin;Nguin,,,,individual,living,beng1286,Mande,mand1469,false,CI,7.78122,-4.23539
bng,Benga,Qaqet,,,,individual,living,beng1282,Atlantic-Congo,atla1278,false,GA;GQ,1.075766,9.600739
bxv,Berakou,Babalia;Bubalia,,,,individual,living,bera1261,Central Sudanic,cent2225,false,TD,12.5,15.0
bom,Berom,"""Shosho"";Aboro;Afango;Berum;Birom;Boro;Boro-Aboro;Cen Berom;Chenberom;Gbang;Kibbo;Kibbun;Kibo;Kibyen",,,,individual,living,bero1242,Atlantic-Congo,atla1278,false,NG,9.67037,8.81221
wti,Berta,Barta;Beni Shangul;Bertha;Burta;Jebelawi;Wetawit,,,,individual,living,bert1248,Berta (isolate),bert1248,true,ET;SD,10.6474,34.7042
byt,Berti,,,,,individual,extinct,bert1249,Saharan,saha1256,false,SD,14.67,25.83
bes,Besme,'Unar;Beseme;Besemme;Bodor;Hounar;Huner,,,,individual,living,besm1235,Atlantic-Congo,atla1278,false,TD,9.59226,16.0938
byf,Bete,,,,,individual,living,bete1261,Atlantic-Congo,atla1278,false,NG,7.02128,9.74302
btt,Bete-Bendi,Bette-Bendi;Dama,,,,individual,living,bete1262,Atlantic-Congo,atla1278,false,NG,6.62037,9.20189
eot,Beti (Côte d'Ivoire),Beti;Beti (Cote d'Ivoire);Eotile;Metyibo;Éotilé,,,,individual,living,beti1248,Atlantic-Congo,atla1278,false,CI,5.26495,-3.28627
bhy,Bhele,Bili;Ebhele;Ipere;Kipere;Kipili;Pere;Peri;Pili;Piri,,,,individual,living,bhel1238,Atlantic-Congo,atla1278,false,CD,0.24553,28.6681
bif,Biafada,Beafada;Bedfola;Biafar;Bidyola;Dfola;Fada;Ganjoola,,,,individual,living,biaf1240,Atlantic-Congo,atla1278,false,GW,11.467,-15.1347
beh,Biali,Berba;Bieri;Bjerb;Bjeri;Burba,,,,individual,living,bial1238,Atlantic-Congo,atla1278,false,BF;BJ;TG,11.0382,1.08259
bid,Bidiyo,'Bidio;'Bidiyo;Bidio;Bidiya;Bidiyo-Waana;Bidyo,,,,individual,living,bidi1241,Afro-Asiatic,afro1255,false,TD,11.9204,18.8065
bjg,Bidyogo,Bibjogo;Bijago;Bijogo;Bijougot;Bijuga;Budjago;Bugago;Kangaki-Kagbaaga-Kajoko Bidyogo,,,,individual,living,bidy1244,Atlantic-Congo,atla1278,false,GW,11.1097,-16.1497
jbm,Bijim,,,,,individual,living,biji1246,Atlantic-Congo,atla1278,false,NG,9.54493,9.43876
byb,Bikya,Furu,,,,individual,living,biky1238,Atlantic-Congo,atla1278,false,CM,6.74997,10.5333
bip,Bila,Bira;Ebila;Forest Bira;Kibila;Western Bila,,,,individual,living,bila1255,Atlantic-Congo,atla1278,false,CD,1.16839,28.7626
bil,Bile,Bili;Billanchi;Bille;Kunbille,,,,individual,living,bile1244,Atlantic-Congo,atla1278,false,NG,8.90052,11.1907
byn,Bilin,Agaw;Balen;Belen;Beleni;Bilayn;Bilein;Bilen;Bileno;Blin;Bogo;Bogos;North Agaw,,byn,byn,individual,living,bili1260,Afro-Asiatic,afro1255,false,ER,15.7833,38.3917
bms,Bilma Kanuri,"Bla Bla;Bornu;Kanembu;Kanouri;Kanoury;Kanuri;Kanuri, Bilma",,,,individual,living,bilm1238,Saharan,saha1256,false,NE,19.1,13.0665
bim,Bimoba,Moar;Moba;Moor,,,,individual,living,bimo1239,Atlantic-Congo,atla1278,false,GH;TG,10.4575,0.06121
byj,Bina (Nigeria),Bina;Binawa;Bogana,,,,individual,living,bina1270,Atlantic-Congo,atla1278,false,NG,10.2868,8.19726
bin,Bini,"Addo;Benin;Bini, Edo;Edo;Oviedo;Ovioba",,bin,bin,individual,living,bini1246,Atlantic-Congo,atla1278,false,NG,6.40701,5.70426
bpj,Binji,Bindji,,,,individual,living,binj1249,Atlantic-Congo,atla1278,false,CD,-6.7,21.7
brf,Bira,Bera;Kibira;Plains Bira,,,,individual,living,bera1259,Atlantic-Congo,atla1278,false,CD,1.50054,30.0293
bxe,Birale,"""Shanqilla"";'Ongota;Birelle;Ifa'ongota;Ongota",,,,individual,living,bira1253,Birale (isolate),bira1253,true,ET,5.29807,37.025
btf,Birgit,Bergit;Berguid;Birgid,,,,individual,living,birg1239,Afro-Asiatic,afro1255,false,TD,12.0228,19.8182
brk,Birked,Birgid;Birguid;Birkit;Birqed;Kajjara;Murgi,,,,individual,extinct,birk1242,Nubian,nubi1251,false,SD,12.5,24.83
bvq,Birri,Biri;Bviri;Viri,,,,individual,living,birr1240,Central Sudanic,cent2225,false,CF,5.33,24.6
brl,Birwa,,,,,individual,living,birw1238,Atlantic-Congo,atla1278,false,BW;ZA;ZW,-22.17,28.33
ije,Biseni,Amegi;Buseni;Northeast Central Ijo;Ịjọ,,,,individual,living,bise1238,Ijoid,ijoi1239,false,NG,5.40296,6.51646
bwh,Bishuo,Biyam;Furu,,,,individual,living,bish1246,Atlantic-Congo,atla1278,false,CM,6.67251,9.79396
bib,Bissa,Bisa,,,,individual,living,biss1248,Mande,mand1469,false,BF;CI;GH;TG,10.4257,-1.67332
brt,Bitare,Njwande;Yukutare,,,,individual,living,bita1251,Atlantic-Congo,atla1278,false,CM;NG,6.87398,11.3072
mae,Bo-Rukul,"""Kaleri"";Kaleri;Mabo-Barkul;Mabo-Barukul",,,,individual,living,boru1244,Atlantic-Congo,atla1278,false,NG,8.9352,8.90506
boy,Bodo (Central African Republic),Bodo,,,,individual,living,bodo1272,Atlantic-Congo,atla1278,false,CF,6.0,26.0
bff,Bofi,'Bofi;Ali;Boffi;Ngbaka;Ngbaka-Manza;Ngbaka-Minagende;Ngbaka-Minangende,,,,individual,living,bofi1238,Atlantic-Congo,atla1278,false,CF,4.02043,17.3032
bvw,Boga,Boka,,,,individual,living,boga1251,Afro-Asiatic,afro1255,false,NG,10.188,12.936
bux,Boghom,Bogghom;Bogham;Boghorom;Bohom;Bokiyim;Borrom;Burma;Burom;Burrum;Burum;Kir;Kir-Balar;Kirr;Larbawa;Saya Group C;Zaar Group C,,,,individual,living,bogh1241,Afro-Asiatic,afro1255,false,NG,9.49679,10.11454
bqu,Boguru,Buguru;Kogoro;Koguru,,,,individual,living,bogu1241,Atlantic-Congo,atla1278,false,CD;SS,4.49213,29.1344
bqc,Boko (Benin),Bokko;Boko;Bokonya;Boo;Busa;Busa-Boko,,,,individual,living,boko1266,Mande,mand1469,false,BJ;NG,10.5189,3.71771
bkp,Boko (Democratic Republic of Congo),Boko;Iboko,,,,individual,living,boko1263,Atlantic-Congo,atla1278,false,CD,1.51612,18.8806
bus,Bokobaru,Busa-Bokobaru;Zongben;Zõgbe,,,,individual,living,boko1267,Mande,mand1469,false,BJ;NG,9.52724,3.80058
bdt,Bokoto,'Bokoto;Bogodo;Bogoto;Bokodo;Bokpoto;Gbanu;Gbaya;Gbeya;Kara;Southern Gbaya;Suma,,,,individual,living,boko1261,Atlantic-Congo,atla1278,false,CF,4.75111,16.6721
bky,Bokyi,Boki;Byoki;Nfua;Nki;Okii;Osikom;Osukam;Uki;Vaaneroki,,,,individual,living,boky1238,Atlantic-Congo,atla1278,false,CM;NG,6.10475,9.05875
bol,Bole,Ampika;Bolanchi;Bolawa;Bolewa;Borpika;Daza;Dazawa,,,,individual,living,nucl1695,Afro-Asiatic,afro1255,false,NG,11.4839,11.2322
bvo,Bolgo,,,,,individual,living,bolg1251,Atlantic-Congo,atla1278,false,TD,10.9025,18.8076
bli,Bolia,Bokoki;Bulia;Ntomba,,,,individual,living,boli1255,Atlantic-Congo,atla1278,false,CD,-1.38362,18.09748
bkt,Boloki,Baloki;Boleki;Buluki;River Ruki,,,,individual,living,bolo1262,Atlantic-Congo,atla1278,false,CD,0.83463,18.4555
bof,Bolon,Bo;Boka,,,,individual,living,bolo1266,Mande,mand1469,false,BF,11.8242,-4.75524
bzm,Bolondo,,,,,individual,living,bolo1263,Atlantic-Congo,atla1278,false,CD,2.46327,19.6181
bmf,Bom-Kim,Bom;Bome;Bomo;Bum,,,,individual,living,bomk1234,Atlantic-Congo,atla1278,false,SL,9.27518,-11.59696
boh,Boma,Boma Kasai;Buma;Kiboma,,,,individual,living,boma1246,Atlantic-Congo,atla1278,false,CD,-3.27,17.45
bml,Bomboli,Bombongo,,,,individual,living,bomb1261,Atlantic-Congo,atla1278,false,CD,1.99315,18.5131
bws,Bomboma,Boba,,,,individual,living,bomb1262,Atlantic-Congo,atla1278,false,CD,2.40195,18.7841
zmx,Bomitaba,Bamitaba;Mbomitaba;Mbomotaba,,,,individual,living,bomi1238,Atlantic-Congo,atla1278,false,CF;CG,1.70044,17.3733
bmq,Bomu,Bobo Oule;Bobo Wule;Bobo-oulé;Boomu;Bore;Western Bobo Oule;Western Bobo Wule;Western Bwamu;Western Red Bobo,,,,individual,living,bomu1247,Atlantic-Congo,atla1278,false,BF;ML,12.3816,-4.538
bmw,Bomwali,Bomali;Boumoali;Bumali;Lino;Sangasanga,,,,individual,living,bomw1238,Atlantic-Congo,atla1278,false,CG;CM,1.71005,15.9546
glc,Bon Gula,Bon;Bon Goula;Bun;Gula Guera;Poun;Taataal;Êeni,,,,individual,living,bong1282,Atlantic-Congo,atla1278,false,TD,10.6577,19.5774
bou,Bondei,Bonde;Kibondei,,,,individual,living,bond1247,Atlantic-Congo,atla1278,false,TZ,-5.10749,38.5079
kzc,Bondoukou Kulango,"Bonduku Kulango;Kolango;Koulango;Kulange;Kulango;Kulango, Bondoukou;Nkuraeng;Nkurange",,,,individual,living,bond1246,Atlantic-Congo,atla1278,false,CI;GH,7.85945,-2.87379
dbu,Bondum Dom Dogon,"Bondu So;Bondum dom;Bondum-Dom;Dogon;Dogon, Bondum Dom;Najamba-Kindige;North Plateau Dogon",,,,individual,living,bond1248,Dogon,dogo1299,false,ML,14.9066,-3.32636
bui,Bongili,Bokiba;Bongiri;Bungili;Bungiri,,,,individual,living,bong1284,Atlantic-Congo,atla1278,false,CG,0.37063,16.6079
bot,Bongo,Bungu;Dor,,,,individual,living,bong1285,Central Sudanic,cent2225,false,SD;SS,7.4145,27.9918
bok,Bonjo,,,,,individual,living,bonj1234,Atlantic-Congo,atla1278,false,CG,2.39823,17.6298
bvg,Bonkeng,Bongken;Bonkeng-Pendia;Bonkenge,,,,individual,living,bonk1243,Atlantic-Congo,atla1278,false,CM,4.66054,9.76306
bnl,Boon,Af-Boon;Boni,,,,individual,living,boon1242,Afro-Asiatic,afro1255,false,SO,0.41988,43.1208
bvf,Boor,Bwara;Damraw,,,,individual,living,boor1242,Afro-Asiatic,afro1255,false,TD,10.0904,17.5648
gax,Borana-Arsi-Guji Oromo,"""Galla"";""Galligna"";""Gallinya"";Afan Oromo;Booran;Boraan;Boraana;Boran;Borana;Borena;Galla;Oromo;Oromo (Boraana);Oromo Proper;Oromo, Borana-Arsi-Guji;Southern Oromo",,,,individual,living,bora1271,Afro-Asiatic,afro1255,false,ET;KE;SO,1.05676,37.882
fue,Borgu Fulfulde,"Benin-Togo Fulfulde;Fulah-Idiome;Fulani;Fulbe-Borgu;Fulfulde, Borgu;Peul;Peulh",,,,individual,living,borg1235,Atlantic-Congo,atla1278,false,BJ;NG,9.801,3.988
bwo,Boro (Ethiopia),Borna;Borna (Ethiopia);Boro;Boro (Omotic);Boró;Bworo;Bòrná;Scinacia;Shinasha;Shinassha;Shinassha (Boro);Šinašša,,,,individual,living,boro1277,Ta-Ne-Omotic,gong1255,false,ET,10.6596,35.345
xxb,Boro (Ghana),,,,,individual,extinct,boro1283,Atlantic-Congo,atla1278,false,GH,7.496728,0.362291
nku,Bouna Kulango,"Bouna Koulango;Buna Kulango;Koulango;Kulange;Kulango;Kulango, Bouna;Nkuraeng;Nkurange",,,,individual,living,boun1243,Atlantic-Congo,atla1278,false,BF;CI;GH,8.46011,-2.74627
bzo,Bozaba,Budzaba;Buzaba,,,,individual,living,boza1238,Atlantic-Congo,atla1278,false,CD,2.07295,18.6784
zbu,Bu (Bauchi State),Buu;Buu (Nigeria);Zaranda;Zarandaa,,,,individual,living,zara1252,Afro-Asiatic,afro1255,false,NG,10.28,9.57
jid,Bu (Kaduna State),Bu;Ibut;Jida;Jida-Abu;Jidda-Abu;Nakare,,,,individual,living,buuu1244,Atlantic-Congo,atla1278,false,NG,9.05077,8.65697
bub,Bua,'Ba;Boa;Boua;Bwa,,,,individual,living,buaa1245,Atlantic-Congo,atla1278,false,TD,9.92491,18.0821
box,Buamu,Bomu;Bouamou;Bwamu;Eastern Bobo Oule;Eastern Bobo Wule;Red Bobo,,,,individual,living,buam1238,Atlantic-Congo,atla1278,false,BF;ML,11.1687,-3.50303
bvb,Bube,Adeeyah;Adija;Bobe;Boobe;Boombe;Bubi;Ediya;Fernandian,,,,individual,living,bube1242,Atlantic-Congo,atla1278,false,GQ,3.53638,8.68929
buw,Bubi,Bhubhi;Eviia;Ibhubhi;Ibubi;Pove,,,,individual,living,bubi1250,Atlantic-Congo,atla1278,false,GA,-1.16762,12.32251
bbx,Bubia,Bobe;Bobea;Bota;Ewota;Wovea,,,,individual,living,bubi1249,,,false,CM,4.02178,9.22304
buu,Budu,Bodo;Ebudu;Kibudu,,,,individual,living,budu1250,Atlantic-Congo,atla1278,false,CD,2.00501,27.951
bdm,Buduma,Boudouma;Buduma-Kuri;Yadena;Yedana;Yedima;Yedina;Yidana;Yidena,,,,individual,living,budu1265,Afro-Asiatic,afro1255,false,CM;NG;TD,13.0692,14.4492
bja,Budza,Budja;Buja;Ebuja;Embudja;Limbudza;Mbudja,,,,individual,living,budz1238,Atlantic-Congo,atla1278,false,CD,2.19951,22.6107
bxk,Bukusu,Lubukusu,,,,individual,living,buku1249,Atlantic-Congo,atla1278,false,KE;UG,0.68043,34.7719
buz,Bukwen,,,,,individual,living,bukw1238,Atlantic-Congo,atla1278,false,CM;NG,6.9415,10.2006
uly,Buli,Bili;Buli (Polci);Bələ;Bɨlɨ,,,,individual,living,buli1260,Afro-Asiatic,afro1255,false,NG,10.22809,9.77206
bwu,Buli (Ghana),Builsa;Bulea;Buli;Buli (in Ghana);Bulisa;Guresha;Kandjaga;Kanjaga,,,,individual,living,buli1254,Atlantic-Congo,atla1278,false,GH,10.5763,-1.26748
buy,Bullom So,Bolom;Bulem;Bullin;Bullom;Bullun;Bulom;Mandenyi;Mandingi;Mani;Mmani;Northern Bullom,,,,individual,living,bull1247,Atlantic-Congo,atla1278,false,GN;SL,9.0,-13.16
bum,Bulu (Cameroon),Boulou;Bulu;Bulu (in Cameroon),,,,individual,living,bulu1251,Atlantic-Congo,atla1278,false,CM,3.16141,11.6365
bmv,Bum,Bom,,,,individual,living,bumm1238,Atlantic-Congo,atla1278,false,CM,6.48655,10.418
byp,Bumaji,,,,,individual,living,buma1244,Atlantic-Congo,atla1278,false,NG,6.4491,9.36028
bqd,Bung,,,,,individual,living,bung1259,Atlantic-Congo,atla1278,false,CM,6.40736,11.6389
wun,Bungu,Echiungu;Kibungu;Wungu,,,,individual,living,bung1265,Atlantic-Congo,atla1278,false,TZ,-8.32587,32.8801
dgb,Bunoge Dogon,"Budu-Tagu;Bunoge;Dogon, Bunoge;Korandabo",,,,individual,living,buno1241,Dogon,dogo1299,false,ML,14.43,-3.49
bwr,Bura-Pabir,Babir;Babur;Barburr;Bourrah;Bura;Burra;Huve;Huviya;Kwojeffa;Mya Bura;Pabir,,,,individual,living,bura1292,Afro-Asiatic,afro1255,false,NG,10.4822,12.3007
